date,revid,content,edits
2022-10-04,1114065911,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with around 7.5 million Ukrainians fleeing the country and a third of the population displaced. Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed the four partially occupied Ukrainian oblasts of Luhansk, Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",7
2022-10-05,1114279538,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with around 7.5 million Ukrainians fleeing the country and a third of the population displaced. Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed the four partially occupied Ukrainian oblasts of Luhansk, Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",13
2022-10-06,1114515479,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with around 7.6 million Ukrainians fleeing the country and a third of the population displaced. Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed the four partially occupied Ukrainian oblasts of Luhansk, Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",4
2022-10-07,1114640542,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with 7.6 million Ukrainians fleeing the country and a third of the population displaced. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",12
2022-10-08,1114916733,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with 7.6 million Ukrainians fleeing the country and a third of the population displaced. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",5
2022-10-09,1115038372,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with an estimated 8 million people being displaced within the country by late May as well as 7.6 million Ukrainians fleeing the country as of 3 October 2022. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",16
2022-10-10,1115330629,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with an estimated 8 million people being displaced within the country by late May as well as 7.6 million Ukrainians fleeing the country as of 3 October 2022. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",15
2022-10-11,1115536128,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with an estimated 8 million people being displaced within the country by late May as well as 7.6 million Ukrainians fleeing the country as of 3 October 2022. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",18
2022-10-12,1115737542,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with an estimated 8 million people being displaced within the country by late May as well as 7.6 million Ukrainians fleeing the country as of 3 October 2022. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",7
2022-10-13,1115910444,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, with an estimated 8 million people being displaced within the country by late May as well as 7.6 million Ukrainians fleeing the country as of 3 October 2022. Within five weeks of the invasion, Russia experienced its greatest emigration since the 1917 October Revolution. The invasion has also caused global food shortages.
Following the 2014 Ukrainian Revolution, Russia annexed Crimea, and Russian-backed paramilitaries seized part of the Donbas region of south-eastern Ukraine, which consists of Luhansk and Donetsk oblasts, sparking a regional war. In March 2021, Russia began a large military build-up along its border with Ukraine, amassing up to 190,000 troops and their equipment. Despite the build-up, denials of plans to invade or attack Ukraine were issued by various Russian government officials up to the day before the invasion. On 21 February 2022, Russia recognised the Donetsk People's Republic and the Luhansk People's Republic, two self-proclaimed breakaway quasi-states in the Donbas. The next day, the Federation Council of Russia authorised the use of military force and Russian troops entered both territories.
The invasion began on the morning of 24 February, when Russian president Vladimir Putin announced in his public address a ""special military operation"" for the ""demilitarisation and denazification"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood, and falsely claimed Ukraine was governed by neo-Nazis who persecuted the ethnic Russian minority. Minutes later, missiles, rockets and airstrikes hit across Ukraine, including the capital Kyiv, followed by a large ground invasion from multiple directions. Ukrainian president Volodymyr Zelenskyy enacted martial law and a general mobilisation. Russian attacks were initially launched on a northern front from Belarus towards Kyiv, a north-eastern front towards Kharkiv, a southern front from Crimea, and a south-eastern front from Luhansk and Donetsk. Russia's advance towards Kyiv stalled in March, with Russian troops retreating from the northern front by April. On the southern and south-eastern fronts, Russia captured Kherson in March and then Mariupol in May after a siege. On 19 April, Russia launched a renewed attack on the Donbas region, with Luhansk Oblast fully captured by 3 July. Russian forces continued to bomb both military and civilian targets far from the frontline. Ukrainian forces launched counteroffensives in the south in August, and in the northeast in September. Soon after, Russia annexed Luhansk and the three partially occupied Ukrainian oblasts of Donetsk, Zaporizhzhia and Kherson.
The invasion has received widespread international condemnation. The United Nations General Assembly passed a resolution condemning the invasion and demanding a full withdrawal of Russian forces. The International Court of Justice ordered Russia to suspend military operations and the Council of Europe expelled Russia. Many countries imposed sanctions on Russia, as well as on its ally Belarus, which have affected the economies of Russia and the world, and provided humanitarian and military aid to Ukraine. Protests occurred around the world; those in Russia were met with mass arrests and increased media censorship, including a ban on the words ""war"" and ""invasion"". Over 1,000 companies have pulled out of Russia and Belarus in response to the invasion. The International Criminal Court has opened an investigation into crimes against humanity in Ukraine since 2013, including war crimes in the 2022 invasion.",20
